shortest_paths
"[['14th century', 'Lithuania', 'Pope John Paul II', 'African slave trade'], ['14th century', 'Poland', 'Pope John Paul II', 'African slave trade'], ['14th century', 'Pope', 'Pope John Paul II', 'African slave trade']]"
"[['14th century', 'Lithuania', 'Pope John Paul II', 'African slave trade'], ['14th century', 'Poland', 'Pope John Paul II', 'African slave trade'], ['14th century', 'Pope', 'Pope John Paul II', 'African slave trade']]"
"[['14th century', 'Lithuania', 'Pope John Paul II', 'African slave trade'], ['14th century', 'Poland', 'Pope John Paul II', 'African slave trade'], ['14th century', 'Pope', 'Pope John Paul II', 'African slave trade']]"
"[['14th century', 'England', 'Greece'], ['14th century', 'Europe', 'Greece'], ['14th century', 'Italy', 'Greece'], ['14th century', 'Ottoman Empire', 'Greece'], ['14th century', 'Time', 'Greece'], ['14th century', 'Washington, D.C.', 'Greece']]"
"[['14th century', 'China', 'United States', 'John F. Kennedy'], ['14th century', 'Dark Ages', 'United States', 'John F. Kennedy'], ['14th century', 'France', 'United States', 'John F. Kennedy'], ['14th century', 'India', 'United States', 'John F. Kennedy'], ['14th century', 'Islam', 'United States', 'John F. Kennedy'], ['14th century', 'Italy', 'United States', 'John F. Kennedy'], ['14th century', 'Lithuania', 'United States', 'John F. Kennedy'], ['14th century', 'Niger', 'United States', 'John F. Kennedy'], ['14th century', 'Poland', 'United States', 'John F. Kennedy'], ['14th century', 'Washington, D.C.', 'United States', 'John F. Kennedy'], ['14th century', 'England', 'Winston Churchill', 'John F. Kennedy'], ['14th century', 'Europe', 'Berlin', 'John F. Kennedy'], ['14th century', 'Europe', 'Cold War', 'John F. Kennedy'], ['14th century', 'India', 'Cold War', 'John F. Kennedy'], ['14th century', 'Poland', 'Cold War', 'John F. Kennedy'], ['14th century', 'Washington, D.C.', 'Federal Bureau of Investigation', 'John F. Kennedy'], ['14th century', 'Washington, D.C.', 'Martin Luther King, Jr.', 'John F. Kennedy'], ['14th century', 'Washington, D.C.', 'President of the United States', 'John F. Kennedy']]"
"[['14th century', 'China', 'United States', 'John F. Kennedy'], ['14th century', 'Dark Ages', 'United States', 'John F. Kennedy'], ['14th century', 'France', 'United States', 'John F. Kennedy'], ['14th century', 'India', 'United States', 'John F. Kennedy'], ['14th century', 'Islam', 'United States', 'John F. Kennedy'], ['14th century', 'Italy', 'United States', 'John F. Kennedy'], ['14th century', 'Lithuania', 'United States', 'John F. Kennedy'], ['14th century', 'Niger', 'United States', 'John F. Kennedy'], ['14th century', 'Poland', 'United States', 'John F. Kennedy'], ['14th century', 'Washington, D.C.', 'United States', 'John F. Kennedy'], ['14th century', 'England', 'Winston Churchill', 'John F. Kennedy'], ['14th century', 'Europe', 'Berlin', 'John F. Kennedy'], ['14th century', 'Europe', 'Cold War', 'John F. Kennedy'], ['14th century', 'India', 'Cold War', 'John F. Kennedy'], ['14th century', 'Poland', 'Cold War', 'John F. Kennedy'], ['14th century', 'Washington, D.C.', 'Federal Bureau of Investigation', 'John F. Kennedy'], ['14th century', 'Washington, D.C.', 'Martin Luther King, Jr.', 'John F. Kennedy'], ['14th century', 'Washington, D.C.', 'President of the United States', 'John F. Kennedy']]"
"[['14th century', 'China', 'Gunpowder', 'Fire'], ['14th century', ""Hundred Years' War"", 'Gunpowder', 'Fire'], ['14th century', 'Islam', 'Gunpowder', 'Fire'], ['14th century', 'China', 'Sumer', 'Fire'], ['14th century', 'Time', 'Sumer', 'Fire'], ['14th century', 'China', 'Volcano', 'Fire'], ['14th century', 'Italy', 'Volcano', 'Fire'], ['14th century', 'India', 'Flag of India', 'Fire'], ['14th century', 'Time', 'Technology', 'Fire'], ['14th century', 'Washington, D.C.', 'South Africa', 'Fire'], ['14th century', 'Washington, D.C.', 'Washington Metro', 'Fire']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
"[['14th century', '15th century', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Edward III of England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'England', 'Wars of the Roses', 'Rainbow'], ['14th century', 'Time', 'Isaac Newton', 'Rainbow'], ['14th century', 'Time', 'Light', 'Rainbow']]"
